eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment
197001300003,1970,1,30,,0,,217,United States,1,North America,Florida,Coral Gables,25.720851,-80.277857,1,0,,"1/20/1970: Unknown perpetrators firebombed the premises of the Army R.O.T.C. at the University of Miami in Coral Gables, Florida, United States.  There were no casualties but an Army personal carrier was damaged.  Two firebombs did not explode.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,Army R.O.T.C.,"Army R.O.T.C., University of Miami",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,To protest the R.O.T.C. program and the War in Vietnam,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,"Two firebombs ignited, at least one of them was thrown.  One of the firebombs was a rag wick set on fire stuffed in a gas tank of a parked car that burnt out.  Two other firebombs did not ignited.",0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Army personnel carrier was damaged
197001310001,1970,1,31,,0,,160,Philippines,5,Southeast Asia,Tarlac,Bamban,15.675051,120.331618,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,9,Unknown,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",U.S. Navy,Seaman,217,United States,,,,,,,,,,,,,,,,,New People's Army (NPA),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,1,,,0,,,,
197001310002,1970,1,31,,0,,217,United States,1,North America,Colorado,Denver,39.758968,-104.876305,1,0,2105 Decatur Street,"1/31/1970: Unknown perpetrators bombed the Police Band Building in Denver, Colorado, United States.  There were no casualties but a restroom was damaged.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Denver Police Department,"Police Band Building, Denver Colorado",217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Suspected use of dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Restroom damaged
197002010001,1970,2,1,,0,,217,United States,1,North America,Oregon,Portland,45.511795,-122.675629,1,0,North Portland neighborhood,"2/1/1970: An unknown perpetrator broke into the Northeast Oregon building in Portland, Oregon, United States, which housed a Selective Service office and set fire to draft records.  About two hundred and fifty files were destroyed causing $4,189 in damage.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Selective Service,Selective Service office Local Board No. 28 in Portland Oregon,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest and sabotage the draft,0,,,0,1,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Fire started with gasoline,0,0,0,0,0,0,1,3,Minor (likely < $1 million),4189,Approximately two hundred and fifty draft records destroyed
197002010002,1970,2,1,,0,,217,United States,1,North America,Illinois,Cairo,37.005105,-89.176269,1,0,Pyramid Courts,"2/1/1970: Unknown perpetrators fired shots at an Illinois State Police Car that was patrolling the all-Black Pyramid Courts housing development in Cairo, Illinois, United States.  Three bullets struck the police car of Officers Harold Nelson and John Abercrombie.  Neither officer was injured but the windshield of vehicle car was shattered.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,22,"Police Building (headquarters, station, school)",Illinois State Police,Illinois State Police in the Pyramid Courts housing project,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To protest police presence in Pyramid Courts,0,,,0,-99,-99,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,High-powered rifle or carbine,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Windshield of police car shattered
197002020001,1970,2,2,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"2/2/1970: An incendiary device was discovered at Mays department store in Manhattan, New York, United States.  The device was dismantled before it inflicted any damage.  The next day, two incendiary devices were discovered at other department stores in New York City.",1,1,1,0,,,0,0,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,Mays Department Store,Mays Department Store in Manhattan,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Incendiary device,0,0,0,0,0,0,0,,,,
197002030001,1970,2,3,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The Bronx,"2/3/1970: In a series of related attacks, an incendiary device was discovered and dismantled at Alexander's Department Store in the Bronx, New York, United States.",1,1,1,0,,,1,0,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,Alexander's Department Store,Alexander's Department Store in the Bronx,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,"Incendiary device packed in a cigarette box that included batteries, chemicals, and a flash cube that was connected to a wristwatch.",0,0,0,0,0,0,0,,,,
197002030002,1970,2,3,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"2/3/1970: In a series of related attacks, an incendiary device was ignited at Alexander's Department Store in Manhattan, New York, United States.  The device was immediately doused with water and did not cause any damage.",1,1,1,0,,,1,0,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,Alexander's Department Store,Alexander's Department Store in Manhattan,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Incendiary device,0,0,0,0,0,0,0,,,,The device was doused with water by a security guard immediately after it ignited
197002040001,1970,2,4,,0,,217,United States,1,North America,Ohio,Akron,41.084195,-81.514059,1,0,Outside apartment complex,"2/4/1970: In an attack suspected of being connected with the Iowa Beef Packer's Strike, a dynamite bomb exploded near a parked car in Akron, Ohio, United States.  There were no casualties and the car sustained only minor damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Car,,217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,The attack occurred during the violent Iowa Beef Packers strike.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Minor damages
197002060001,1970,2,6,,0,,217,United States,1,North America,Colorado,Denver,39.758968,-104.876305,1,0,School Bus Parking Lot,"2/6/1970: Unknown anti-desegregationists detonated at least twelve dynamite bombs damaging thirty-nine vehicles, most of them school buses, in Denver, Colorado, United States.  There were no casualties.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,19,Transportation,99,Bus (excluding tourists),Transportation of Denver City Schools,Denver City School Buses,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,Sabotage/protest the integration of Denver City Schools.,0,,,0,3,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,At least 12 dynamite bombs were set off under the gas tanks of the vehicles.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),200000,The explosion destroyed 24 buses and 4 trucks while damaging 15 school buses and 6 other vehicles.
197002060002,1970,2,6,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,Central District,"2/6/1970: Suspected White Racists detonated a bomb at the house of State Senator Fred Dore in Seattle, Washington, United States.  There were no casualties, but the house sustained major damages.  Dore was a White sympathizer of African American causes.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,White politician who represented a Black constituency,Fred Dore,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,To intimidate/show dissatisfaction with White sympathizers of the African American cause.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1000,The house was badly damaged.
197002060003,1970,2,6,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,,"2/6/1970: Unknown perpetrators detonated a bomb at a synagogue in Seattle, Washington, United States.  There were no casualties but the building as well as surrounding residences sustained minor damage.   During this time period, there were numerous bombings in the Seattle area.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86,Place of Worship,Jewish Synagogue,,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Door of synagogue damaged and windows shattered at nearby houses
197002060004,1970,2,6,,0,,217,United States,1,North America,Puerto Rico,Dorado,18.460791,-66.264884,1,0,,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a Selective Service office in Dorado, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Selective Service,Selective Service office in Dorado Puerto Rico,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,-9,4,Unknown,,It is unknown if the firebombs caused any damage
197002060005,1970,2,6,,0,,217,United States,1,North America,Puerto Rico,Rio Piedras,18.386932,-66.061127,1,0,,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a General Electric facility in Rio Piedras, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,107,Electricity,General Electric,,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,-9,4,Unknown,,It is unknown if the firebombs caused any damage
197002060006,1970,2,6,,0,,217,United States,1,North America,Puerto Rico,Carolina,18.441963,-66.026316,1,0,Isla Verde district,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at Hotel San Juan in Carolina, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,8,Hotel/Resort,Hotel,San Juan Hotel,163,Puerto Rico,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,-9,4,Unknown,,It is unknown if the firebombs caused any damage
197002060007,1970,2,6,"February 6-9, 1970",0,,217,United States,1,North America,Massachusetts,Boston,42.3505,-71.105399,1,0,Boston University,"2/6/1970: Unknown perpetrators firebombed an R.O.T.C. office at Boston University in Boston, Massachusetts, United States.  There were no casualties but the resulting fire damaged the office.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,"R.O.T.C. office, Boston University",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,To protest the R.O.T.C. program,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktail,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Fire damage
197002070003,1970,2,7,,0,,217,United States,1,North America,Wisconsin,Whitewater,42.838355,-88.743224,1,0,Wisconsin State College,"2/7/1970: Unknown perpetrators set a fire in Old Mail Hall at Wisconsin State College in Whitewater, Wisconsin, United States.  There were no casualties but the building sustained an estimated $1,000,000 in damages.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Wisconsin State College,"Old Mail Hall, Wisconsin State College",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Fire,0,0,0,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),1000000,Building partially destroyed
197002080001,1970,2,8,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Queens, Woodside,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Queens, New York, United States.  There were no casualties but the building sustains minor damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,General Electric,Queens General Electric Service Center,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),
197002080002,1970,2,8,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Brooklyn, Atlantic Terminal,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Brooklyn, New York, United States.  There are no casualties but the building sustains minor damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,General Electric,Brooklyn General Electric Service Center,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,18-inch pipe bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),
197002090003,1970,2,9,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"2/9/1970: In a series of related events, a member of the Armed Revolutionary Independence Movement (MIRA) was suspected of placing a bomb at the General Electric Headquarters in Manhattan, New York, United States.   The bomb was discovered and subsequently removed.",1,1,1,0,,,1,0,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,General Electric,General Electric Headquarters,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,1,1,1,1,Letter,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Pipe bomb in a paper bag,0,0,0,0,0,0,0,,,,
197002090004,1970,2,9,,0,,217,United States,1,North America,Ohio,Batavia,39.07859,-84.179414,1,0,,"2/9/1970: Unknown perpetrators in Batavia, Ohio, United States, bombed two cars belonging to Leslie Jewel, an employee of General Electric that was not part of the union.  The automobiles were damaged, but there were no casualties.  There had been a recent labor strike at the nearby General Electric Evendale plant.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,68,Named Civilian,Nonunion employee of General Electric in Batavia Ohio,Leslie Jewel,217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,Protest employees of General Electric who were not union members,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,
197002100001,1970,2,10,,0,,362,West Germany (FRG),8,Western Europe,Bavaria,Munich,48.139126,11.580186,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,6,Airports & Aircraft,44,Airport,,El Al Passenger Bus & Airport Lounge,97,Israel,,,,,,,,,,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearms,1,,,,,,1,3,Minor (likely < $1 million),60000,
197002110001,1970,2,11,"February 11-14, 1970",0,,217,United States,1,North America,Michigan,Ypsilanti,42.263414,-83.665281,1,0,Washtenaw Community College,"2/11/1970: Unknown perpetrators threw a firebomb into a building at Washtenaw Community College in Ypsilanti, Michigan, United States.  There were no casualties, but the buildings sustained an estimated $2,500 in damages.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Washtenaw Community College,,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb thrown into building,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2500,
197002130001,1970,2,13,,0,,217,United States,1,North America,California,Berkeley,37.874043,-122.280022,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Berkeley Police Department,Police parking lot,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,7,,,1,3,Minor (likely < $1 million),8000,
197002130002,1970,2,13,,0,,362,West Germany (FRG),8,Western Europe,Bavaria,Munich,48.139126,11.580186,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,,Jewish Old People's Home,75,Germany,,,,,,,,,,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,7,,,9,,,1,3,Minor (likely < $1 million),60000,
197002130003,1970,2,13,,0,,217,United States,1,North America,California,Berkeley,37.874043,-122.280022,1,0,Parking lot of police station,"2/13/1970: Unknown perpetrators detonated two dynamite bombs in the parking lot of the Berkeley Police Station in California, United States, during a shift change.  Seven police officers were injured, three cars were destroyed, and windows were shattered at nearby buildings.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Berkeley Police Station,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To intimidate the police.,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Homemade dynamite time bombs,0,0,0,7,7,0,1,3,Minor (likely < $1 million),,Three cars destroyed.  Numerous other vehicles damaged.  Windows shattered at adjacent buildings.
197002150001,1970,2,15,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"7/15/1970: Unknown perpetrators bombed the Chase Manhattan Bank in Manhattan, New York, United States.  There were no casualties, however, the glass doors of the building and windows were shattered.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Chase Manhattan Bank,"Chase Manhattan Bank, East Village Branch",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Glass door and windows shattered
197002150002,1970,2,15,,0,,217,United States,1,North America,Oregon,Eugene,44.04483,-123.072606,1,0,,"2/15/1970: Unknown perpetrators set fire to a building housing an R.O.T.C. storage area at the University of Oregon in Eugene, Oregon, United States.  One fireman was injured fighting the blaze and the men's physical education building sustained an estimated $350,000 in damages.  The incident took place a week after the university voted to retain the R.O.T.C. program.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,"R.O.T.C. storage area, University of Oregon",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,To protest the University of Oregon's decision to retain the R.O.T.C. program,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Arson,0,0,0,1,1,0,1,3,Minor (likely < $1 million),350000,R.O.T.C. storage area destroyed.  Four class rooms and two offices were destroyed.
197002160001,1970,2,16,,0,,217,United States,1,North America,California,San Francisco,37.755363,-122.443352,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",San Francisco Police Department,police station,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,1,,,0,,,1,3,Minor (likely < $1 million),3000,
197002160002,1970,2,16,,0,,217,United States,1,North America,California,Berkeley,37.874043,-122.280022,1,0,,,1,1,1,-9,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,,department store,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,0,3,Minor (likely < $1 million),0,
197002160003,1970,2,16,,0,,217,United States,1,North America,California,Berkeley,37.874043,-122.280022,1,0,,,1,1,1,-9,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,,department store,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,0,3,Minor (likely < $1 million),0,
197002160004,1970,2,16,,0,,217,United States,1,North America,California,San Francisco,37.755363,-122.443352,1,0,The incident occurred at the Hall of Justice.,"2/16/1970: Four hours after a San Francisco Police Station was bombed in California, United States, a sniper took aim at three police officers.  However, police fired at the sniper before he could get a shot off.  The sniper and a companion fled the scene before being apprehended.",1,1,1,0,,,1,0,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,San Francisco Police Department,San Francisco Police Officers,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To intimidate the police.,0,,,0,1,-99,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Telescope-sighted rifle,0,0,0,0,0,0,0,,,,
197002170001,1970,2,17,,0,,217,United States,1,North America,California,Oakland,37.791927,-122.225906,1,0,Against a wall,"2/17/1970: A day after bombings in San Francisco and Berkeley, twenty-four sticks of dynamite were discovered at Walter Boysen Paint Company in Oakland, California, United States.  The bombs never detonated.",1,1,1,1,2,Other Crime Type,0,0,0,3,Bombing/Explosion,,,,,1,Business,12,Construction,,Walter Boysen Paint Company,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,24 sticks of dynamite,0,0,0,0,0,0,0,,,,
197002170002,1970,2,17,,0,,217,United States,1,North America,Maryland,Buckeystown,39.334825,-77.431653,1,0,Tescarora area,"2/17/1970: Unknown perpetrators bombed a power pole in Buckeystown, Maryland, United States.  There were no casualties, however, as a result of the bombing, five-hundred homes and two industrial facilities lost power.  Windows were also shattered in buildings a quarter of a mile a way.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,Power Pole,Power supply of the Frederick Maryland area,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Over 500 homes and 2 industries temporarily lost power.  Windows were shattered at buildings as far as one quarter of a mile away.
197002170003,1970,2,17,,0,,217,United States,1,North America,Louisiana,Covington,30.493919,-90.132512,1,0,Men's Restroom,"2/17/1970: Unknown perpetrators detonated a bomb at Covington High School in Louisiana, United States.  There were no casualties but the building sustained minor damages.  The bombing took place six months before the school was integrated.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,School planned to be integrated,Covington High School,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,Suspected motive was to protest school integration.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,"4-foot hole blown into a wall, stall partitions damaged, and windows shattered."
197002170004,1970,2,17,"February 16-17, 1970",0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,University of Washington,"2/17/1970: Unknown perpetrators placed a gasoline bomb underneath the Armory at the University of Washington in Seattle, United States.  The bomb did not explode and was later discovered and removed.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Armory,"Armory, University of Washington",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,Protest the War in Vietnam,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Gasoline bomb,0,0,0,0,0,0,0,,,,
197002180002,1970,2,18,,0,,217,United States,1,North America,Ohio,Cleveland,41.479561,-81.675461,1,0,,"2/18/1970: Amidst a period racial strife at Cuyahoga Community College in Cleveland, Ohio, United States, unknown perpetrators detonated a bomb that damaged a car of a police officer working as a security guard.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,Cuyahoga Community College security guard,,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Pipe filled with black powder was utilized as a bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Automobile was damaged
197002180003,1970,2,18,,0,,217,United States,1,North America,California,Vallejo,38.10083,-122.254954,1,0,Parking lot,"2/18/1970: Booby trapped handgrenades were discovered wired to a car in the parking lot of the Vallejo Police Department in California, United States.  The device was deactivated.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,Mission Vallejo Police Officers,,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives,15,Vehicle,,,,,,,,,,,,,Military handgrenade wired to a car,0,0,0,0,0,0,0,,,,
